,PMID,Publication Title,Authors,Publication Date,Journal,dbgap_accession,RADx Program,Study Name,Citations,IF,All PHS,Study Count
417,34737171,Secondary Transmission of COVID-19 in K-12 Schools: Findings From 2 States.,"Boutzoukas AE, Zimmerman KO, Benjamin DK, DeMuri GP, Kalu IC, Smith MJ, McGann KA, Koval S, Brookhart MA, Butteris SM",2022 Feb 1,Pediatrics,phs002800,RADx-UP,Testing for COVID-19 in High Risk Children with Intellectual and Developmental Disabilities (COV-IDD),16,6.2,"['phs002904', 'phs002759', 'phs002947', 'phs003127', 'phs002800', 'phs002740', 'phs002870']",7
418,34737170,From Research to Policy: Reopening K-12 Schools in North Carolina During the COVID-19 Pandemic.,"Zimmerman KO, Jackman JG, Benjamin DK",2022 Feb 1,Pediatrics,phs002800,RADx-UP,Testing for COVID-19 in High Risk Children with Intellectual and Developmental Disabilities (COV-IDD),4,6.2,"['phs002904', 'phs002759', 'phs002947', 'phs003127', 'phs002800', 'phs002740', 'phs002870']",7
419,37394512,Building School-Academic Partnerships to Implement COVID-19 Testing in Underserved Populations.,"Goldman JL, Kalu IC, Schuster JE, Erickson T, Mast DK, Zimmerman K, Benjamin DK, Kalb LG, Gurnett C, Newland JG, Sherby M, Godambe M, Shinde N, Watterson T, Walsh T, Foxe J, Zand M, Dewhurst S, Coller R, DeMuri GP, Archuleta S, Ko LK, Inkelas M, Manuel V, Lee R, Oh H, Murugan V, Kramer J, Okihiro M, Gwynn L, Pulgaron E, McCulloh R, Broadhurst J, McDaniels-Davidson C, Kiene S, Oren E, Wu Y, Wetter DW, Stump T, Brookhart MA, Fist A, Haroz E",2023 Jul 1,Pediatrics,phs002800,RADx-UP,Testing for COVID-19 in High Risk Children with Intellectual and Developmental Disabilities (COV-IDD),1,6.2,"['phs002904', 'phs002759', 'phs002947', 'phs003128', 'phs003127', 'phs002661', 'phs002800', 'phs003376', 'phs002740', 'phs002878', 'phs003361', 'phs003056', 'phs002825', 'phs003037', 'phs002870']",15
420,37394503,Common Data Element Collection in Underserved School Communities: Challenges and Recommendations.,"Uthappa DM, Mann TK, Goldman JL, Schuster JE, Newland JG, Anderson WB, Dozier A, Inkelas M, Foxe JJ, Gwynn L, Gurnett CA, McDaniels-Davidson C, Walsh T, Watterson T, Holden-Wiltse J, Potts JM, D'Agostino EM, Zandi K, Corbett A, Spallina S, DeMuri GP, Wu YP, Pulgaron ER, Kiene SM, Oren E, Allison-Burbank JD, Okihiro M, Lee RE, Johnson SB, Stump TK, Coller RJ, Mast DK, Haroz EE, Kemp S, Benjamin DK, Zimmerman KO",2023 Jul 1,Pediatrics,phs002800,RADx-UP,Testing for COVID-19 in High Risk Children with Intellectual and Developmental Disabilities (COV-IDD),0,6.2,"['phs002904', 'phs002759', 'phs002947', 'phs002661', 'phs002800', 'phs003376', 'phs002740', 'phs002878', 'phs003056', 'phs002825', 'phs003037', 'phs002870']",12
421,37394501,Reflections From School Communities in Underserved Populations on Childhood COVID-19 Vaccination.,"Pulgaron ER, D'Agostino EM, Johnson SB, Ko LK, Drain PK, Duran MC, Keener Mast D, Kay S, Layer MA, Kenworthy T, Dozier A",2023 Jul 1,Pediatrics,phs002800,RADx-UP,Testing for COVID-19 in High Risk Children with Intellectual and Developmental Disabilities (COV-IDD),2,6.2,"['phs003056', 'phs002740', 'phs003037', 'phs002800']",4
422,34737181,Quarantine Elimination for Kâ€“12 Students With Mask-on-Mask Exposure to SARS-CoV-2,"Boutzoukas AE, Zimmerman KO, Benjamin DK Jr, Chick KJ, Curtiss J, HÃ¸eg TB",2022 Feb,Pediatrics,phs002800,RADx-UP,Testing for COVID-19 in High Risk Children with Intellectual and Developmental Disabilities (COV-IDD),7,6.2,['phs002800'],1
423,34737176,"Urban Classification, Not COVID-19 Community Rates, Was Associated With Modes of Learning in US Kâ€“12 Schools?","Goldman JL, Schuster JE, Maier VF, Anand R, Hill EE, Butteris SM, DeMuri GP, Omidfar SA, Brookhart MA, Pak J, Benjamin DK Jr, Zimmerman KO",2022 Feb,Pediatrics,phs002800,RADx-UP,Testing for COVID-19 in High Risk Children with Intellectual and Developmental Disabilities (COV-IDD),8,6.2,"['phs002904', 'phs002759', 'phs002800']",3
424,34737175,A School-Based SARS-CoV-2 Testing Program: Testing Uptake and Quarantine Length After In-School Exposures,"Boutzoukas AE, Zimmerman KO, Mann TK, Moorthy GS, Blakemore A, McGann KA, Smith MJ, Nutting B, Kerley K, Brookhart MA, Edwards L, Rak Z, Benjamin DK Jr, Kalu IC",2022 Feb,Pediatrics,phs002800,RADx-UP,Testing for COVID-19 in High Risk Children with Intellectual and Developmental Disabilities (COV-IDD),2,6.2,"['phs002904', 'phs002759', 'phs002800']",3
425,34737171,Secondary Transmission of COVID-19 in Kâ€“12 Schools: Findings From 2 States,"Boutzoukas AE, Zimmerman KO, Benjamin DK Jr, DeMuri GP, Kalu IC, Smith MJ, McGann KA, Koval S, Brookhart MA, Butteris SM",2022 Feb,Pediatrics,phs002800,RADx-UP,Testing for COVID-19 in High Risk Children with Intellectual and Developmental Disabilities (COV-IDD),16,6.2,"['phs002904', 'phs002759', 'phs002870', 'phs002800']",4
426,34737170,From Research to Policy: Reopening Kâ€“12 Schools in North Carolina During the COVID-19 Pandemic,"Zimmerman KO, Jackman JG, Benjamin DK Jr",2022 Feb,Pediatrics,phs002800,RADx-UP,Testing for COVID-19 in High Risk Children with Intellectual and Developmental Disabilities (COV-IDD),4,6.2,"['phs002904', 'phs002759', 'phs002800']",3
427,34737180,School-Academic Partnerships in Support of Safe Return to Schools During the COVID-19 Pandemic,"Dâ€™Agostino EM, Haroz EE, Linde S, Layer M, Green M, Ko LK",2022 Feb,Pediatrics,phs002800,RADx-UP,Testing for COVID-19 in High Risk Children with Intellectual and Developmental Disabilities (COV-IDD),5,6.2,"['phs002759', 'phs002800']",2
428,34737172,Supporting COVID-19 School Safety for Children With Disabilities and Medical Complexity,"Sherby MR, Kalb LG, Coller RJ, DeMuri GP, Butteris S, Foxe JJ, Zand MS, Freedman EG, Dewhurst S, Newland JG, Gurnett CA",2022 Feb,Pediatrics,phs002800,RADx-UP,Testing for COVID-19 in High Risk Children with Intellectual and Developmental Disabilities (COV-IDD),10,6.2,['phs002800'],1
429,36837890,Diet Quality and Liver Health in People Living with HIV in the MASH Cohort: A Multi-Omic Analysis of the Fecal Microbiome and Metabolome.,"Martin HR, Sales Martinez S, Stebliankin V, Tamargo JA, Campa A, Narasimhan G, Hernandez J, Rodriguez JAB, Teeman C, Johnson A, Sherman KE, Baum MK",2023 Feb 14,Metabolites,phs002651,RADx-UP,Community-Engaged Research on COVID-19 Testing Among Underserved and/or Vulnerable Populations,2,3.4,['phs002651'],1
430,36266158,Prevalence and correlates of stocking up on drugs during the COVID-19 pandemic: Data from the C3PNO Consortium.,"King L, Hayashi K, Genberg B, Choi J, DeBeck K, Kirk G, Mehta SH, Kipke M, Moore RD, Baum MK, Shoptaw S, Gorbach PM, Mustanski B, Javanbakht M, Siminski S, Milloy MJ",2022 Dec 1,Drug and alcohol dependence,phs002651,RADx-UP,Community-Engaged Research on COVID-19 Testing Among Underserved and/or Vulnerable Populations,4,3.9,['phs002651'],1
431,36171158,Day-to-day impact of COVID-19 and other factors associated with risk of nonfatal overdose among people who use unregulated drugs in five cities in the United States and Canada.,"Moallef S, Genberg BL, Hayashi K, Mehta SH, Kirk GD, Choi J, DeBeck K, Kipke M, Moore RD, Baum MK, Shoptaw S, Gorbach PM, Mustanski B, Javanbakht M, Siminski S, Milloy MJ",2022 Dec 1,Drug and alcohol dependence,phs002651,RADx-UP,Community-Engaged Research on COVID-19 Testing Among Underserved and/or Vulnerable Populations,5,3.9,['phs002651'],1
432,36123252,Use of COVID-19 testing in the first year of the COVID-19 pandemic among cohorts of people at the intersection of drug use and HIV.,"Gorbach PM, Rosen AD, Moore R, Shoptaw S, Mustanski B, Mehta SH, Kirk GD, Baum MK, Milloy MJ, Hayashi K, DeBeck K, Kipke M, Lai S, Siminski S, Javanbakht M",2022 Dec 1,Drug and alcohol dependence,phs002651,RADx-UP,Community-Engaged Research on COVID-19 Testing Among Underserved and/or Vulnerable Populations,4,3.9,['phs002651'],1
433,35805866,"Stress Increases the Association between Cigarette Smoking and Mental Disorders, as Measured by the COVID-19-Related Worry Scale, in the Miami Adult Studies on HIV (MASH) Cohort during the Pandemic.","Diaz-Martinez J, Delgado-Enciso I, Campa A, Tamargo JA, Martin HR, Johnson A, Siminski S, Gorbach PM, Baum MK",2022 Jul 5,International journal of environmental research and public health,phs002651,RADx-UP,Community-Engaged Research on COVID-19 Testing Among Underserved and/or Vulnerable Populations,1,2.6,['phs002651'],1
434,35779987,Factors associated with self-reported avoidance of harm reduction services during the COVID-19 pandemic by people who use drugs in five cities in the United States and Canada.,"Feder KA, Choi J, Schluth CG, Hayashi K, DeBeck K, Milloy MJ, Kirk GD, Mehta SH, Kipke M, Moore RD, Baum MK, Shoptaw S, Gorbach PM, Mustanski B, Javanbakht M, Siminski S, Genberg BL",2022 Dec 1,Drug and alcohol dependence,phs002651,RADx-UP,Community-Engaged Research on COVID-19 Testing Among Underserved and/or Vulnerable Populations,10,3.9,['phs002651'],1
435,35331581,COVID-19 and the HIV continuum in people living with HIV enrolled in Collaborating Consortium of Cohorts Producing NIDA Opportunities (C3PNO) cohorts.,"Lesko CR, Keruly JC, Moore RD, Shen NM, Pytell JD, Lau B, Fojo AT, Mehta SH, Kipke M, Baum MK, Shoptaw S, Gorbach PM, Mustanski B, Javanbakht M, Siminski S, Chander G",2022 Dec 1,Drug and alcohol dependence,phs002651,RADx-UP,Community-Engaged Research on COVID-19 Testing Among Underserved and/or Vulnerable Populations,9,3.9,['phs002651'],1
436,35331580,The relationship of alcohol and other drug use during the COVID-19 pandemic among people with or at risk of HIV; A cross-sectional survey of people enrolled in Collaborating Consortium of Cohorts Producing NIDA Opportunities (C3PNO) cohorts.,"Pytell JD, Shen NM, Keruly JC, Lesko CR, Lau B, Fojo AT, Baum MK, Gorbach PM, Javanbakht M, Kipke M, Kirk GD, Mustanski B, Shoptaw S, Siminski S, Moore RD, Chander G",2022 Dec 1,Drug and alcohol dependence,phs002651,RADx-UP,Community-Engaged Research on COVID-19 Testing Among Underserved and/or Vulnerable Populations,4,3.9,['phs002651'],1
437,35008706,Role of Selenium in Viral Infections with a Major Focus on SARS-CoV-2.,"Martinez SS, Huang Y, Acuna L, Laverde E, Trujillo D, Barbieri MA, Tamargo J, Campa A, Baum MK",2021 Dec 28,International journal of molecular sciences,phs002651,RADx-UP,Community-Engaged Research on COVID-19 Testing Among Underserved and/or Vulnerable Populations,41,4.9,['phs002651'],1
438,34998257,"HIV, psychological resilience, and substance misuse during the COVID-19 pandemic: A multi-cohort study.","Baum MK, Tamargo JA, Diaz-Martinez J, Delgado-Enciso I, Meade CS, Kirk GD, Mehta SH, Moore R, Kipke MD, Shoptaw SJ, Mustanski B, Mandler RN, Khalsa JH, Siminski S, Javanbakht M, Gorbach PM",2022 Feb 1,Drug and alcohol dependence,phs002651,RADx-UP,Community-Engaged Research on COVID-19 Testing Among Underserved and/or Vulnerable Populations,15,3.9,['phs002651'],1
439,34009479,"Resilience, Anxiety, Stress, and Substance Use Patterns During COVID-19 Pandemic in the Miami Adult Studies on HIV (MASH) Cohort.","Diaz-Martinez J, Tamargo JA, Delgado-Enciso I, Liu Q, AcuÃ±a L, Laverde E, Barbieri MA, Trepka MJ, Campa A, Siminski S, Gorbach PM, Baum MK",2021 Nov,AIDS and behavior,phs002651,RADx-UP,Community-Engaged Research on COVID-19 Testing Among Underserved and/or Vulnerable Populations,27,2.7,['phs002651'],1
440,33675620,COVID-19 Testing and the Impact of the Pandemic on the Miami Adult Studies on HIV Cohort.,"Tamargo JA, Martin HR, Diaz-Martinez J, Trepka MJ, Delgado-Enciso I, Johnson A, Mandler RN, Siminski S, Gorbach PM, Baum MK",2021 Aug 1,Journal of acquired immune deficiency syndromes (1999),phs002651,RADx-UP,Community-Engaged Research on COVID-19 Testing Among Underserved and/or Vulnerable Populations,22,2.9,['phs002651'],1
441,36123252,Use of COVID-19 testing in the first year of the COVID-19 pandemic among cohorts of people at the intersection of drug use and HIV,"Gorbach PM, Rosen AD, Moore R, Shoptaw S, Mustanski B, Mehta SH, Kirk GD, Baum MK, Milloy MJ, Hayashi K, DeBeck K, Kipke M, Lai S, Siminski S, Javanbakht M",2022 Sep 6,Drug and Alcohol Dependence,phs002651,RADx-UP,Community-Engaged Research on COVID-19 Testing Among Underserved and/or Vulnerable Populations,4,3.9,['phs002651'],1
442,36837890,Diet Quality and Liver Health in People Living with HIV in the MASH Cohort: A Multi-Omic Analysis of the Fecal Microbiome and Metabolome,"Martin HR, Sales Martinez S, Stebliankin V, Tamargo JA, Campa A, Narasimhan G, Hernandez J, Rodriguez JA, Teeman C, Johnson A, Sherman KE, Baum MK",2023 Feb 14,Metabolites,phs002651,RADx-UP,Community-Engaged Research on COVID-19 Testing Among Underserved and/or Vulnerable Populations,2,3.4,['phs002651'],1
443,36266158,Prevalence and correlates of stocking up on drugs during the COVID-19 pandemic: Data from the C3PNO Consortium,"King L, Hayashi K, Genberg B, Choi J, DeBeck K, Kirk G, Mehta S, Kipke M, Moore R, Baum M, Shoptaw S, Gorbach P, Mustanski B, Javanbakht M, Siminski S, Milloy MJ",2022 Oct 6,Drug and Alcohol Dependence,phs002651,RADx-UP,Community-Engaged Research on COVID-19 Testing Among Underserved and/or Vulnerable Populations,4,3.9,['phs002651'],1
444,35805866,"Stress Increases the Association between Cigarette Smoking and Mental Disorders, as Measured by the COVID-19-Related Worry Scale, in the Miami Adult Studies on HIV (MASH) Cohort during the Pandemic","Diaz-Martinez J, Delgado-Enciso I, Campa A, Tamargo JA, Martin HR, Johnson A, Siminski S, Gorbach PM, Baum MK",2022 Jul 5,International Journal of Environmental Research and Public Health,phs002651,RADx-UP,Community-Engaged Research on COVID-19 Testing Among Underserved and/or Vulnerable Populations,1,2.6,['phs002651'],1
445,35779987,Factors associated with self-reported avoidance of harm reduction services during the COVID-19 pandemic by people who use drugs in five cities in the United States and Canada,"Feder KA, Choi J, Schluth CG, Hayashi K, DeBeck K, Milloy MJ, Kirk GD, Mehta SH, Kipke M, Moore RD, Baum MK, Shoptaw S, Gorbach PM, Mustanski B, Javanbakht M, Siminski S, Genberg BL",2022 Jun 24,Drug and Alcohol Dependence,phs002651,RADx-UP,Community-Engaged Research on COVID-19 Testing Among Underserved and/or Vulnerable Populations,10,3.9,['phs002651'],1
446,35331580,The relationship of alcohol and other drug use during the COVID-19 pandemic among people with or at risk of HIV; A cross-sectional survey of people enrolled in Collaborating Consortium of Cohorts Producing NIDA Opportunities (C3PNO) cohorts,"Pytell JD, Shen NM, Keruly JC, Lesko CR, Lau B, Fojo AT, Baum MK, Gorbach PM, Javanbakht M, Kipke M, Kirk GD, Mustanski B, Shoptaw S, Siminski S, Moore RD, Chander G",2022 Mar 3,Drug and Alcohol Dependence,phs002651,RADx-UP,Community-Engaged Research on COVID-19 Testing Among Underserved and/or Vulnerable Populations,4,3.9,['phs002651'],1
447,35331581,COVID-19 and the HIV continuum in people living with HIV enrolled in Collaborating Consortium of Cohorts Producing NIDA Opportunities (C3PNO) cohorts,"Lesko CR, Keruly JC, Moore RD, Shen NM, Pytell JD, Lau B, Fojo AT, Mehta SH, Kipke M, Baum MK, Shoptaw S, Gorbach PM, Mustanski B, Javanbakht M, Siminski S, Chander G",2022 Feb 12,Drug and Alcohol Dependence,phs002651,RADx-UP,Community-Engaged Research on COVID-19 Testing Among Underserved and/or Vulnerable Populations,9,3.9,['phs002651'],1
448,35008706,Role of Selenium in Viral Infections with a Major Focus on SARS-CoV-2,"Martinez SS, Huang Y, Acuna L, Laverde E, Trujillo D, Barbieri MA, Tamargo J, Campa A, Baum MK",2021 Dec 28,International Journal of Molecular Sciences,phs002651,RADx-UP,Community-Engaged Research on COVID-19 Testing Among Underserved and/or Vulnerable Populations,41,4.9,['phs002651'],1
449,33675620,COVID-19 Testing and the Impact of the Pandemic on the Miami Adult Studies on HIV Cohort,"Tamargo JA, Martin HR, Diaz-Martinez J, Trepka MJ, Delgado-Enciso I, Johnson A, Mandler RN, Siminski S, Gorback PM, Baum MK",2021 Mar 1,Journal of Acquired Immune Deficiency Syndromes (1999),phs002651,RADx-UP,Community-Engaged Research on COVID-19 Testing Among Underserved and/or Vulnerable Populations,22,2.9,['phs002651'],1
450,34009479,"Resilience, Anxiety, Stress, and Substance Use Patterns During COVID-19 Pandemic in the Miami Adult Studies on HIV (MASH) Cohort","Diaz-Martinez J, Tamargo JA, Delgado-Enciso I, Liu Q, AcuÃ±a L, Laverde E, Barbieri MA, Trepka MJ, Campa A, Siminski S, Gorbach PM, Baum MK",2021 May 19,AIDS and Behavior,phs002651,RADx-UP,Community-Engaged Research on COVID-19 Testing Among Underserved and/or Vulnerable Populations,27,2.7,['phs002651'],1
451,35010795,Equitable COVID-19 Vaccination for Hispanics in the United States: A Success Story from California Border Communities,"Martinez ME, Nodora JN, McDaniels-Davidson C, Crespo NC, Edward AA",2022 Jan 4,International Journal of Environmental Research and Public Health,phs002869,RADx-UP,COVID-19 Testing in Underserved and Vulnerable Populations Receiving Care in San Diego Community Health Centers,3,2.6,['phs002869'],1
452,36376642,Neighborhood Factors Associated with COVID-19 Cases in California,"Oh DL, Meltzer D, Wang K, Canchola AJ, DeRouen MC, McDaniels-Davidson C, Gibbons J, Carvajal-Carmona L, Nodora JN, Hill L, Gomez SL, Martinez ME",2022 Nov 14,Journal of Racial and Ethnic Health Disparities,phs002869,RADx-UP,COVID-19 Testing in Underserved and Vulnerable Populations Receiving Care in San Diego Community Health Centers,2,3.2,['phs002869'],1
453,37394512,Building School-Academic Partnerships to Implement COVID-19 Testing in Underserved Populations.,"Goldman JL, Kalu IC, Schuster JE, Erickson T, Mast DK, Zimmerman K, Benjamin DK, Kalb LG, Gurnett C, Newland JG, Sherby M, Godambe M, Shinde N, Watterson T, Walsh T, Foxe J, Zand M, Dewhurst S, Coller R, DeMuri GP, Archuleta S, Ko LK, Inkelas M, Manuel V, Lee R, Oh H, Murugan V, Kramer J, Okihiro M, Gwynn L, Pulgaron E, McCulloh R, Broadhurst J, McDaniels-Davidson C, Kiene S, Oren E, Wu Y, Wetter DW, Stump T, Brookhart MA, Fist A, Haroz E",2023 Jul 1,Pediatrics,phs002870,RADx-UP,SARS-CoV-2 Screening and Diagnostic Testing for Return to K-12 Schools,1,6.2,"['phs002904', 'phs002759', 'phs002947', 'phs003128', 'phs003127', 'phs002661', 'phs002800', 'phs003376', 'phs002740', 'phs002878', 'phs003361', 'phs003056', 'phs002825', 'phs003037', 'phs002870']",15
454,37394505,Lessons Learned From the COVID-19 Pandemic in K-12 Education.,"Zimmerman KO, Benjamin DK",2023 Jul 1,Pediatrics,phs002870,RADx-UP,SARS-CoV-2 Screening and Diagnostic Testing for Return to K-12 Schools,0,6.2,['phs002870'],1
